software_name,category_id,category_name,infrastructure_layer,pqc_support,pqc_capability_description,license_type,license,latest_version,release_date,fips_validated,pqc_migration_priority,primary_platforms,target_industries,authoritative_source,repository_url,product_brief,source_type,verification_status,last_verified_date,migration_phases,learning_modules,vendor_id,trusted_source_id,evidence_flags
GitHub Actions,CSC-040,CI/CD & Artifact Management,"Application, Cloud",No,"The provided text contains no mention of Post-Quantum Cryptography (PQC) algorithms, implementations, or migration plans. It focuses on general CI/CD automation and mentions standard security features like secret protection and code scanning without specifying cryptographic primitives.",Open Source/Commercial,Commercial (GitHub/Microsoft),,,No,Medium,"Linux, macOS, Windows, ARM, GPU, containers; supports Node.js, Python, Java, Ruby, PHP, Go, Rust, .NET.","Enterprises, Small and medium teams, Startups, Nonprofits, Healthcare, Financial services, Manufacturing, Government.","https://github.com/features/actions (inferred from context of ""GitHub Actions"" product page, though exact URL not explicitly listed as a single string in text; text references ""View docs"" and ""Get started with actions"").",,Most widely used CI/CD platform. Platform HTTPS via Cloudflare ML-KEM hybrid TLS. No native PQC signing actions — use sigstore/cosign for artifact signing.,Trusted Vendor,Partially Verified,2026-03-04,assess,code-signing;healthcare-pqc;platform-eng-pqc,VND-122,microsoft,
GitLab CI/CD,CSC-040,CI/CD & Artifact Management,Application,No,GitLab CI/CD provides integrated pipelines for GitLab repositories. GitLab.com uses TLS 1.3 (classical) for API communications. Self-hosted GitLab can be configured with OpenSSL 3.x for PQC TLS. GitLab has not published native PQC pipeline features. Artifact signing uses GPG/PGP (classical) or sigstore integration.,Open Source,MIT License,17.x,,No,Medium,"Linux, Windows, macOS (for runners); GitLab.com, GitLab Self-Managed, GitLab Dedicated",Technology Finance Enterprise Government,https://gitlab.com,https://gitlab.com/gitlab-org/gitlab,Integrated CI/CD in GitLab. Self-hosted instances configurable with OpenSSL 3.x PQC TLS. No native PQC signing — integrate sigstore for artifact verification.,Open Source/Commercial,Partially Verified,2026-03-25,assess,code-signing;crypto-dev-apis;platform-eng-pqc,VND-121,ietf,
Jenkins,CSC-040,CI/CD & Artifact Management,Application,No,Jenkins is the most widely deployed self-hosted CI/CD automation server. Jenkins uses Java JSSE for TLS. PQC TLS inherits from Java runtime (ML-KEM in Java 22+). The Jenkins community has not published native PQC features. Artifact signing via GPG plugins is classical — sigstore/cosign integration plugins are emerging.,Open Source,MIT,2.492,2026-03-06,No,Medium,"Linux distributions, Windows, Docker",Technology Finance Enterprise,https://www.jenkins.io,https://github.com/jenkinsci/jenkins,Leading open-source automation server built with Java to support automating virtually anything.,Open Source Community,Partially Verified,2026-03-04,assess,code-signing;migration-program;network-security-pqc;platform-eng-pqc,VND-123,microsoft,
Azure DevOps,CSC-040,CI/CD & Artifact Management,"Application, Cloud",No,"Azure DevOps (Pipelines, Repos, Artifacts) is Microsoft's enterprise CI/CD and source control platform. Azure DevOps cloud communications use TLS 1.3. PQC migration aligned with Microsoft's CNSA 2.0 roadmap targeting 2027. Azure Artifacts signing uses classical code signing certificates. Microsoft Trusted Signing (formerly Azure Code Signing) will incorporate ML-DSA when available.",Commercial,"Proprietary (implied by ""Commercial"" and Microsoft ownership; specific license text not stated)",,,Yes (FedRAMP Authorized),High,"Linux, macOS, Windows, Cloud (Azure), GitHub","Enterprise, Software Development, Small Business, Telco, Healthcare (implied by customer stories)","https://azure.microsoft.com/en-us/products/devops/ (inferred from context, but exact URL not explicitly listed in text)",,"A set of modern dev services to plan, track, build, test, and deploy software across any platform.",Trusted Vendor,Partially Verified,2026-03-04,assess,code-signing;compliance-strategy;migration-program;platform-eng-pqc,VND-027,microsoft,
CircleCI,CSC-040,CI/CD & Artifact Management,"Application, Cloud",No,"The provided text contains no mention of Post-Quantum Cryptography (PQC) support, algorithms, or implementation within the CircleCI product. The document discusses PQC as a general industry trend in an article section but does not attribute PQC capabilities to CircleCI itself.",Commercial,Proprietary (implied by commercial nature and lack of open source license statement in product section),,,"No (FedRAMP tailored and SOC 2 Type II compliant mentioned, but no specific FIPS 140 validation stated)",Low,"Cloud-hosted; Self-hosted runners; Integrations with GitHub, GitLab, Bitbucket, AWS, GCP, Azure, Kubernetes.","Enterprise, SMB, Startup, Government (FedRAMP tailored), Financial Services (implied by context of security compliance)",https://circleci.com,,"A CI/CD platform providing execution environments, build optimization, and security features for software development pipelines.",Trusted Vendor,Verified,2026-03-25,assess,migration-program;platform-eng-pqc,VND-124,ietf,
OAuth 2.0 / OpenID Connect (OIDC),CSC-015,API Security and JWT Libraries,Application,No,"OAuth 2.0 and OIDC are the standard protocols for API authorization and identity federation. JWTs (JSON Web Tokens) use classical RS256, ES256, or PS256 for signatures. RFC 9449 (DPoP) and draft RFC for PQC JWT signatures propose ML-DSA-based JWTs. The IETF OAuth working group is developing PQC JWT signing standards. Migration requires updating all JWT issuers and validators to ML-DSA signatures.",Industry Standard,RFC (IETF),"OAuth 2.0 (OAuth 2.1 is described as ""in-progress"")",,No,Critical,"Web applications, desktop applications, mobile phones, living room devices, native apps, browser-based apps (SPA), devices with no browser or keyboard.",All,https://oauth.net/2/,,Standard API authorization and identity protocol. Classical JWT signatures (RS256/ES256). IETF draft for ML-DSA JWT signatures in development. Critical migration dependency across all API-based systems.,Industry Standard,Verified,2026-03-04,"assess,plan",api-security-jwt;crypto-dev-apis;dev-quantum-impact;iam-pqc;migration-program,VND-081,ietf,
SAML 2.0,CSC-042,Identity & Access Management (IAM),Application,No,"SAML 2.0 (Security Assertion Markup Language) is the enterprise SSO protocol used by most identity providers and service providers. SAML assertions are signed with RSA-2048 or ECDSA. No PQC SAML specification exists as of Q1 2026. Migration to ML-DSA-signed SAML assertions requires updates to all SAML identity providers (Okta, Azure AD, PingFederate) and service providers simultaneously. OASIS TC (SAML standards body) has not initiated a PQC SAML working group.",Open Source,OASIS Standard,SAML 2.0,2005-03,No,Critical,All,"Enterprise, Government, Finance",https://www.oasis-open.org/committees/tc_home.php?wg_abbrev=security,,"An XML-based framework for communicating user authentication, entitlement, and attribute information between online partners.",Industry Standard,Verified,2026-03-04,"assess,plan",api-security-jwt;healthcare-pqc;iam-pqc;migration-program;network-security-pqc,VND-082,oasis,
PostgreSQL,CSC-007,Database Encryption Software,Database,No,"PostgreSQL is the world's most advanced open-source relational database. PostgreSQL uses OpenSSL for TLS client/server connections and SSL certificates. PostgreSQL 17+ with OpenSSL 3.4 + liboqs-provider enables ML-KEM hybrid TLS for connections. Data-at-rest encryption relies on filesystem/volume encryption (LUKS, BitLocker) or pgcrypto (already in catalog) which uses classical algorithms. No native PQC storage encryption — relies on external key management and OpenSSL TLS layer.",Open Source,"NOASSERTION (Note: Text states ""Copyright and license information can be found in the file COPYRIGHT"" but does not specify the license name in this excerpt).",17.9,2026-03-06 (Last Updated date of the repository mirror),No,Critical,Linux Windows macOS BSD,Finance Government Healthcare Enterprise Technology,https://www.postgresql.org/,https://github.com/postgres/postgres,World's most advanced open-source RDBMS. PQC TLS connection encryption via OpenSSL 3.x + liboqs-provider. Data-at-rest PQC requires external KMS and volume encryption upgrade.,Open Source Foundation,Verified,2026-03-30,"assess,plan",crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc;tls-basics,VND-075,microsoft,openssl-version-mismatch
MySQL Community Server,CSC-007,Database Encryption Software,Database,No,MySQL Community Server is the world's most widely deployed open-source database (200M+ installations). MySQL 8.4 uses OpenSSL for TLS connections (default) and supports TDE (Transparent Data Encryption) for InnoDB via keyring plugins. MySQL with OpenSSL 3.x enables ML-KEM hybrid TLS for connections. MySQL Enterprise Encryption (keyring) uses RSA — migration to PQC key wrapping requires Oracle MySQL Enterprise upgrade or custom keyring plugin.,Open Source,"NOASSERTION (referenced as ""open source"" in description, specific license file content not provided)",8.4.8,2026-03-06,No,Critical,Linux Windows macOS,Finance Healthcare Retail Technology Enterprise,https://github.com/mysql/mysql-server,https://github.com/mysql/mysql-server,"The world's most popular open source database, and MySQL Cluster, a real-time, open source transactional database.",Open Source Community,Verified,2026-03-30,"assess,plan",crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc;migration-program;tls-basics,VND-029,microsoft,
Redis,CSC-007,Database Encryption Software,"Database, Cloud",No,"Redis is an in-memory data store used as a cache, message broker, and database. Redis 7.x supports TLS via OpenSSL for client-server and cluster communications. With OpenSSL 3.x + liboqs-provider, Redis can be built with ML-KEM hybrid TLS. Redis has no native at-rest encryption — data is stored in plaintext in memory (full-disk encryption handles at-rest). Redis Sentinel and Cluster node-to-node TLS also upgradable via OpenSSL.",Open Source/Commercial,NOASSERTION (Open Source); Commercial options available via Redis Software and Redis Cloud.,v8.0 (mentioned in context of renaming to Redis Open Source),2026-03-06 (Last Updated date in document metadata),No,High,"Ubuntu, Debian, AlmaLinux, Rocky Linux, macOS, Docker, Google Cloud, Azure, AWS.","Not explicitly stated; use cases include real-time analytics, fraud detection, AI/GenAI, and session management.",https://github.com/redis/redis,https://github.com/redis/redis,"Fastest, feature-rich cache, data structure server, and document/vector query engine for real-time applications.",Open Source Community,Verified,2026-03-30,"assess,plan",crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc;tls-basics,VND-076,microsoft,major-version-jump; license-changed-to-AGPLv3
MariaDB Server,CSC-007,Database Encryption Software,Database,No,"MariaDB Server is the open-source fork of MySQL maintained by the MariaDB Foundation. MariaDB 11.8 LTS (11.8.6, Feb 2026) uses OpenSSL for TLS connections and supports Data-at-Rest Encryption (DARE) via the file_key_management and HashiCorp Vault plugins. ML-KEM hybrid TLS is available with OpenSSL 3.x. Key wrapping for DARE uses AES-256 (quantum-safe for symmetric encryption) but the key management layer (Vault, KMS) requires PQC migration.",Open Source,GPL-2.0,11.8.6,2026-03-06,No,High,Linux Windows macOS,Finance Healthcare Enterprise Technology,https://github.com/MariaDB/server,https://github.com/MariaDB/server,"A community developed fork of MySQL server delivering a featureful, stable, and sanely licensed open SQL server.",Open Source Foundation,Verified,2026-03-30,"assess,plan",crypto-dev-apis;data-asset-sensitivity;database-encryption-pqc;healthcare-pqc;kms-pqc;migration-program;secrets-management-pqc;tls-basics,VND-074,microsoft,
Fireblocks,CSC-057,Digital Asset Custody,"Security Stack, Application, Network",No,MPC-CMP based custody platform. Uses threshold signatures (MPC-CMP protocol) for key management. Fireblocks has partnered with Thales for PQC readiness via Luna HSMs with ML-KEM/ML-DSA. Open-sourced MPC-CMP protocol in 2023.,Open and free-to-use for the MPC-CMP protocol; Commercial for the Fireblocks platform.,Commercial,,2020-05-13 (Date of MPC-CMP announcement),No,High,Cloud SaaS,"Trading firms, Fintechs & exchanges, Payments, Financial institutions, Web3",https://www.fireblocks.com/what-is-mpc,https://github.com/fireblocks/mpc-lib,The complete infrastructure stack to bring customers onchain in the most seamless and secure way possible.,Trusted Vendor,Verified,2026-03-30,assess,digital-assets;hsm-pqc;network-security-pqc,VND-104,microsoft,
DFNS,CSC-057,Digital Asset Custody,"Security Stack, Cloud, Hardware, Application","Planned (with timeline: ""future-proofing security infrastructure for the post-quantum era"")","The document states the HSM Service offers ""Quantum-safe cryptography support"" to future-proof security infrastructure for the post-quantum era. No specific PQC algorithms or current production implementation details are provided; it is described as a capability of the IBM Crypto Express integration.","Proprietary (implied by ""Commercial"" context and lack of open source license mention for the platform itself)",Proprietary,,2025-07-02 (Date of the blog post announcing the HSM Service launch),Yes (Supports FIPS 140-2 and FIPS 140-3 certified HSMs; specifically mentions IBM Crypto Express has FIPS 140-2 Level 4 certification).,High,"IBM Z, LinuxONE, AWS Nitro, Thales CC, IBM OSO, IBM HPVS, Cloud, On-premises.","Finance (Banks, Custodians, PSPs), Fintechs, Exchanges, Government agencies, Large corporations.",https://www.dfns.co/article/introducing-hsm,,"An orchestration platform enabling programmable wallet infrastructure using MPC, HSMs, or hybrid models for digital asset custody.",Trusted Vendor,Verified,2026-03-06,"assess,plan",crypto-dev-apis;digital-assets;hsm-pqc;network-security-pqc,VND-110,cmvp,
Taurus SA,CSC-057,Digital Asset Custody,"Application, Security Stack, Network",Planned,Swiss digital asset infrastructure provider. CSO Jean-Philippe Aumasson is co-designer of SPHINCS+ (SLH-DSA NIST standard). PQC development stated as strategic objective. Regulated by FINMA. Products: Taurus-PROTECT (custody) Taurus-CAPITAL (tokenization) Taurus-PRIME (trading).,100% owned IP and home-made (Proprietary),Proprietary,,,No,Critical,"Managed services, on-premise, and hybrid installation.","Banks, Neobanks, Broker-dealers, FMIs and CSDs, Fintechs and startups, Foundations, Exchanges.",https://www.taurushq.com/,,"Enterprise-grade custody, tokenization, and trading solutions through a fully integrated, modular platform.",Trusted Vendor,Verified,2026-03-06,"assess,plan",digital-assets;hsm-pqc;network-security-pqc,VND-107,cmvp,
BitGo,CSC-057,Digital Asset Custody,"Security Stack, Hardware, Application",No,"The document does not mention Post-Quantum Cryptography (PQC), quantum-resistant algorithms, or any plans for PQC migration. It focuses on classical cryptographic schemes including Multi-Signature and Threshold Signature Schemes (TSS) based on Multi-Party Computation (MPC).",Commercial,Commercial,,2022-06-16 (Date of the blog post introducing BitGo TSS),No,High,Cloud SaaS,"Institutions, Asset Managers, Banks, Exchanges, Trading Firms, Investors, Protocols, Enterprises, Fintechs, Corporations.",https://www.bitgo.com/resources/blog/introducing-bitgo-tss/,,"Digital asset infrastructure company delivering custody, wallets, staking, and trading services using Multi-Sig and Threshold Signature Scheme (TSS).",Trusted Vendor,Verified,2026-03-06,assess,digital-assets;hsm-pqc;network-security-pqc,VND-102,cmvp,
